IndicatorId,Indicator
FP_KMTA_W_MST,Knowledge of male sterilization (all women)
FP_KMTM_M_MST,Knowledge of male sterilization (married men)
FP_KMTM_W_MST,Knowledge of male sterilization (married women)
FP_KMTU_W_MST,Knowledge of male sterilization (sexually active unmarried women)
FP_KMTU_M_MST,Knowledge of male sterilization (sexually active unmmarried men)
FP_KMTA_M_OTR,Knowledge of other traditional methods (all men)
FP_KMTA_W_OTR,Knowledge of other traditional methods (all women)
FP_KMTM_M_OTR,Knowledge of other traditional methods (married men)
FP_KMTM_W_OTR,Knowledge of other traditional methods (married women)
FP_KMTU_W_OTR,Knowledge of other traditional methods (sexually active unmarried women)
FP_KMTU_M_OTR,Knowledge of other traditional methods (sexually active unmmarried men)
FP_KMTA_M_RHY,Knowledge of periodic abstinence (all men)
FP_KMTA_W_RHY,Knowledge of periodic abstinence (all women)
FP_KMTM_M_RHY,Knowledge of periodic abstinence (married men)
FP_KMTM_W_RHY,Knowledge of periodic abstinence (married women)
FP_KMTU_W_RHY,Knowledge of periodic abstinence (sexually active unmarried women)
FP_KMTU_M_RHY,Knowledge of periodic abstinence (sexually active unmmarried men)
FP_KMTA_M_PIL,Knowledge of pill (all men)
FP_KMTA_W_PIL,Knowledge of pill (all women)
FP_KMTM_M_PIL,Knowledge of pill (married men)
FP_KMTM_W_PIL,Knowledge of pill (married women)
FP_KMTU_W_PIL,Knowledge of pill (sexually active unmarried women)
FP_KMTU_M_PIL,Knowledge of pill (sexually active unmmarried men)
FP_KMTA_M_WTH,Knowledge of withdrawal (all men)
FP_KMTA_W_WTH,Knowledge of withdrawal (all women)
FP_KMTM_M_WTH,Knowledge of withdrawal (married men)
FP_KMTM_W_WTH,Knowledge of withdrawal (married women)
FP_KMTU_W_WTH,Knowledge of withdrawal (sexually active unmarried women)
FP_KMTU_M_WTH,Knowledge of withdrawal (sexually active unmmarried men)
MM_MMRO_W_LTP,Lifetime risk of pregnancy-related death
ED_EDAT_M_HGH,Male population age 6 and over who attended higher education
ED_EDAT_M_PRI,Male population age 6 and over who attended primary education
ED_EDAT_M_SEC,Male population age 6 and over who attended secondary education
ED_EDAT_M_CPR,Male population age 6 and over with completed primary education
ED_EDAT_M_CSC,Male population age 6 and over with completed secondary education
ED_EDAT_M_DKM,Male population age 6 and over with don't know or missing information on level of education
ED_EDAT_M_NED,Male population age 6 and over with no education
ED_EDAT_M_SPR,Male population age 6 and over with some primary education
ED_EDAT_M_SSC,Male population age 6 and over with some secondary education
ED_EDAT_M_TOT,Male population age 6 and over: Total
HC_HHHD_H_MAL,Male-headed households
MA_ADIF_W_SAM,Man and woman are the same age
MA_ADIF_W_YNG,Man is younger than woman
EM_EMPM_M_EMP,Married men employed in the last 12 months
EM_ERNM_M_CAK,Married men who worked for cash and in-kind payment
EM_ERNM_M_CSH,Married men who worked for cash only
EM_ERNM_M_KND,Married men who worked for in-kind payment only
EM_ERNM_M_NPD,Married men who worked unpaid
EM_ERNM_M_DKM,Married men with missing information on type of earnings
PR_DESC_M_TOT,Married men: Total
FP_CUSM_W_IUD,Married women currently using IUD
FP_CUSM_W_ANY,Married women currently using any method of contraception
FP_CUSM_W_MOD,Married women currently using any modern method of contraception
FP_CUSM_W_TRA,Married women currently using any traditional method
FP_CUSM_W_MCN,Married women currently using condom
FP_CUSM_W_DIA,Married women currently using diaphragm
FP_CUSM_W_DFJ,"Married women currently using diaphragm, foam or jelly"
FP_CUSM_W_FST,Married women currently using female sterilization
FP_CUSM_W_FOM,Married women currently using foam or jelly
FP_CUSM_W_IMP,Married women currently using implants
FP_CUSM_W_INJ,Married women currently using injections
FP_CUSM_W_LAM,Married women currently using lactational amenorrhea
FP_CUSM_W_OTR,Married women currently using other traditional methods
FP_CUSM_W_RHY,Married women currently using periodic abstinence
FP_CUSM_W_PIL,Married women currently using pill
FP_CUSM_W_WTH,Married women currently using withdrawal
EM_EMPM_W_EMP,Married women employed in the last 12 months
EM_WERN_W_TOT,Married women employed in the last 12 months receiving cash earnings: Total
FP_FUTU_W_NUM,Married women not currently using a contraceptive method
FP_FUTU_W_UNW,Married women not currently using a contraceptive method (unweighted)
FP_CUSM_W_NCU,Married women not currently using any method
WE_WEMP_W_DMK,Married women participating in all three decisions
FP_RNIU_W_NUM,Married women who are not using a contraceptive method and who do not intend to use in the future
FP_RNIU_W_UNW,Married women who are not using a contraceptive method and who do not intend to use in the future (unweighted)
WE_WEMP_W_DWB,Married women who disagree with all the reasons justifying wife beating
EM_ERNM_W_CAK,Married women who worked for cash and in-kind payment
EM_ERNM_W_CSH,Married women who worked for cash only
EM_ERNM_W_KND,Married women who worked for in-kind payment only
EM_ERNM_W_NPD,Married women who worked unpaid
FE_CEBM_W_CH1,Married women with 1 child ever born
FE_CEBM_W_C10,Married women with 10+ children ever born
FE_CEBM_W_CH2,Married women with 2 children ever born
FE_CEBM_W_CH3,Married women with 3 children ever born
FE_CEBM_W_CH4,Married women with 4 children ever born
FE_CEBM_W_CH5,Married women with 5 children ever born
FE_CEBM_W_CH6,Married women with 6 children ever born
FE_CEBM_W_CH7,Married women with 7 children ever born
FE_CEBM_W_CH8,Married women with 8 children ever born
FE_CEBM_W_CH9,Married women with 9 children ever born
EM_ERNM_W_DKM,Married women with missing information on type of earnings
FE_CEBM_W_CH0,Married women with no children ever born
PR_DESC_W_TOT,Married women: Total
MA_CWIV_W_TOT,Married women: Total
FP_CUSM_W_TOT,Married women: Total
FE_CEBM_W_TOT,Married women: Total
EM_ERNM_W_TOT,Married women: Total
AN_NUTS_W_BMI,Mean Body Mass Index (BMI) for women
CN_BFDR_C_MNA,Mean duration of any breastfeeding
CN_BFDR_C_MNE,Mean duration of exclusive breastfeeding
SV_INTV_M_MNI,Mean duration of men's interview
CN_BFDR_C_MNP,Mean duration of predominant breastfeeding
SV_INTV_W_MNI,Mean duration of women's interview
FE_PPIS_W_MNB,Mean duration postpartum abstaining
FE_PPIS_W_MNA,Mean duration postpartum amenorrheic
FE_PPIS_W_MNI,Mean duration postpartum insusceptible
CN_NUTS_C_HAM,Mean height for age of children
PR_IDLC_M_MNA,Mean ideal number of children for all men
PR_IDLC_M_M5A,Mean ideal number of children for all men 15-54(59)
PR_MIDL_W_MNA,Mean ideal number of children for all women
PR_IDLC_W_MNA,Mean ideal number of children for all women
PR_IDLC_M_MNM,Mean ideal number of children for currently married men
PR_IDLC_M_M5M,Mean ideal number of children for currently married men 15-54(59)
PR_IDLC_W_MNM,Mean ideal number of children for currently married women
FE_CEBA_W_MND,Mean number of children died
FE_CEBM_W_MND,Mean number of children died to married women
FE_CEBA_W_MNC,Mean number of children ever born
FE_CEBM_W_MNC,Mean number of children ever born to married women
FP_KMTM_M_MNM,Mean number of contraceptive methods known (married men age 15-49)
FP_KMTU_W_MNM,Mean number of contraceptive methods known (sexually active unmarried women)
HC_MEMB_H_MNM,Mean number of household members
FE_CEBA_W_MNL,Mean number of living children
FE_CEBM_W_MNL,Mean number of living children to married women
FP_KMTA_W_MNM,Mean number of methods known
FP_KMTA_M_MNM,Mean number of methods known (all men)
FP_KMTM_W_MNM,Mean number of methods known (married women)
FP_KMTU_M_MNM,Mean number of methods known by sexually active unmarried men age 15-49
HC_PPRM_H_MNP,Mean number of persons per sleeping room
CN_NUTS_C_WAM,Mean weight for age of children
CN_NUTS_C_WHM,Mean weight for height of children
CH_VACS_C_MSL,Measles vaccination received
CH_VACC_C_MSL,Measles vaccination received
CH_VAC1_C_MSL,Measles vaccination received in first year
FE_AAFB_W_M2A,Median age at first birth for women age 20-49
FE_AAFB_W_M25,Median age at first birth for women age 25-29
FE_AAFB_W_M2B,Median age at first birth for women age 25-49
FE_AAFB_W_M30,Median age at first birth for women age 30-34
FE_AAFB_W_M35,Median age at first birth for women age 35-39
FE_AAFB_W_M40,Median age at first birth for women age 40-44
FE_AAFB_W_M45,Median age at first birth for women age 45-49
MA_AAFM_M_M25,Median age at first marriage [Men]: 25-29
MA_AAFM_M_M2B,"Median age at first marriage [Men]: 25-49(54,59)"
MA_AAFM_M_M30,Median age at first marriage [Men]: 30-34
MA_AAFM_M_M35,Median age at first marriage [Men]: 35-39
MA_AAFM_M_M40,Median age at first marriage [Men]: 40-44
MA_AAFM_M_M45,Median age at first marriage [Men]: 45-49
MA_AAFM_M_M50,Median age at first marriage [Men]: 50-54
MA_AAFM_M_M55,Median age at first marriage [Men]: 55-59
MA_AAFM_M_M60,Median age at first marriage [Men]: 60-64
MA_AAFM_W_M20,Median age at first marriage [Women]: 20-24
MA_AAFM_W_M2A,Median age at first marriage [Women]: 20-49
MA_AAFM_W_M25,Median age at first marriage [Women]: 25-29
MA_AAFM_W_M2B,Median age at first marriage [Women]: 25-49
MA_AAFM_W_M30,Median age at first marriage [Women]: 30-34
MA_AAFM_W_M35,Median age at first marriage [Women]: 35-39
MA_AAFM_W_M40,Median age at first marriage [Women]: 40-44
MA_AAFM_W_M45,Median age at first marriage [Women]: 45-49
SX_AAFS_M_M20,Median age at first sexual intercourse [Men]: 20-24
SX_AAFS_M_M2A,"Median age at first sexual intercourse [Men]: 20-49(54,59)"
SX_AAFS_M_M25,Median age at first sexual intercourse [Men]: 25-29
SX_AAFS_M_M2B,"Median age at first sexual intercourse [Men]: 25-49(54,59)"
SX_AAFS_M_M30,Median age at first sexual intercourse [Men]: 30-34
SX_AAFS_M_M35,Median age at first sexual intercourse [Men]: 35-39
SX_AAFS_M_M40,Median age at first sexual intercourse [Men]: 40-44
SX_AAFS_M_M45,Median age at first sexual intercourse [Men]: 45-49
SX_AAFS_M_M50,Median age at first sexual intercourse [Men]: 50-54
SX_AAFS_M_M55,Median age at first sexual intercourse [Men]: 55-59
SX_AAFS_M_M60,Median age at first sexual intercourse [Men]: 60-64
SX_AAFS_W_M20,Median age at first sexual intercourse [Women]: 20-24
SX_AAFS_W_M2A,Median age at first sexual intercourse [Women]: 20-49
SX_AAFS_W_M25,Median age at first sexual intercourse [Women]: 25-29
SX_AAFS_W_M2B,Median age at first sexual intercourse [Women]: 25-49
SX_AAFS_W_M30,Median age at first sexual intercourse [Women]: 30-34
SX_AAFS_W_M35,Median age at first sexual intercourse [Women]: 35-39
SX_AAFS_W_M40,Median age at first sexual intercourse [Women]: 40-44
SX_AAFS_W_M45,Median age at first sexual intercourse [Women]: 45-49
FE_BINT_C_MED,Median birth interval (months)
SV_INTV_H_YRI,Median date of interview
CN_BFDR_C_MDA,Median duration of any breastfeeding
CN_BFDR_C_MDE,Median duration of exclusive breastfeeding
SV_INTV_M_MED,Median duration of men's interview
CN_BFDR_C_MDP,Median duration of predominant breastfeeding
SV_INTV_W_MED,Median duration of women's interview
FE_PPID_W_MDB,Median duration postpartum abstaining
FE_PPID_W_MDA,Median duration postpartum amenorrheic
FE_PPID_W_MDI,Median duration postpartum insusceptible
RH_ANCT_W_MED,Median months of pregnancy at first antenatal care visit
ED_EDAT_B_MYR,Median number of years of education: Both sexes
ED_EDAT_W_MYR,Median number of years of education: Female
ED_EDAT_M_MYR,Median number of years of education: Male
ED_EDUC_M_MYR,Median years of education completed [Men]
EM_EMPL_M_TOT,Men : Total
HA_CPHT_M_EVT,Men ever receiving an HIV test
MA_MBAG_M_B15,Men first married by exact age 15
MA_MBAG_M_B18,Men first married by exact age 18
MA_MBAG_M_B20,Men first married by exact age 20
MA_MBAG_M_B22,Men first married by exact age 22
MA_MBAG_M_B25,Men first married by exact age 25
ED_LITR_M_NCD,Men for whom no card with required language was available
MA_MBAG_M_NMA,Men never married
HA_CPHT_M_NEV,Men never tested for HIV
HA_STIS_M_DIS,Men reporting a bad smelling or abnormal genital discharge
HA_STIS_M_SOR,Men reporting a genital sore or ulcer
HA_STIS_M_STI,Men reporting an STI
HA_STIS_M_AST,"Men reporting an STI, genital dicharge, or a sore or ulcer"
FG_OFCR_M_DKM,Men that don't know if religion requires female circumcision
ED_LITR_M_LIT,Men who are literate
FG_OFCC_M_CNT,Men who believe that female circumcision should be continued
FG_OFCC_M_NCN,Men who believe that female circumcision should not be continued
ED_LITR_M_RDW,Men who can read a whole sentence
ED_LITR_M_RDP,Men who can read part of a sentence
ED_LITR_M_NRD,Men who cannot read at all
EM_EMPL_M_N12,Men who did no work in the last 12 months
FG_OFCC_M_DKM,Men who do not know whether female circumcision should be continued
HA_MSXP_M_NCP,"Men who had sexual intercourse with non-marital, non-cohabiting partner"
HA_KAID_M_HRD,Men who have heard of HIV or AIDS
HA_CPHT_M_KNW,Men who know where to get an HIV test
ED_MDIA_M_RDO,Men who listen to the radio at least once a week
ED_MDIA_M_NWS,Men who read a newspaper at least once a week
PR_DESL_M_WNM,Men who want no more children
ED_MDIA_M_TLV,Men who watch television at least once a week
EM_EMPL_M_EMC,Men who worked in the last 12 months and are currently
EM_EMPL_M_ENC,"Men who worked in the last 12 months, but not currently"
ED_MDIA_M_3MD,"Men with access to newspaper, television and radio at least once a week"
ED_EDUC_M_CPR,Men with completed primary education
ED_EDUC_M_CSC,Men with completed secondary education
EM_OCCP_M_DKM,Men with don't know or missing information on occupation
EM_EMPL_M_DKM,Men with don't know or missing information on whether they worked in the last 12 months
ED_LITR_M_MIS,Men with missing information on literacy
ED_EDUC_M_HGH,Men with more than secondary education
ED_MDIA_M_N3M,Men with no access to mass media
ED_EDUC_M_NED,Men with no education
ED_EDUC_M_PRI,Men with primary education
ED_EDUC_M_SEH,Men with secondary or higher education
ED_LITR_M_SCH,Men with secondary or higher education
ED_EDUC_M_SPR,Men with some primary education
ED_EDUC_M_SSC,Men with some secondary education
ED_EDUC_M_TOT,Men's education: Total
ED_LITR_M_TOT,Men's literacy: Total
EM_OCCP_M_AGR,Men's occupation: Agriculture
EM_OCCP_M_CLR,Men's occupation: Clerical
EM_OCCP_M_DOM,Men's occupation: Household & domestic
EM_OCCP_M_OTH,Men's occupation: Other
EM_OCCP_M_PRO,"Men's occupation: Professional, technical, managerial"
EM_OCCP_M_SAL,"Men's occupation: Sales, services"
EM_OCCP_M_MNS,Men's occupation: Skilled manual
EM_OCCP_M_TOT,Men's occupation: Total
EM_OCCP_M_MNU,Men's occupation: Unskilled manual
FG_OFCR_M_NRQ,Men's opinion that religion does not requires female circumcision
FG_OFCR_M_REQ,Men's opinion that religion requires female circumcision
SV_HRSM_H_ABS,Men's survey sample implementation: Households absent
SV_HRSM_H_INT,Men's survey sample implementation: Households completed
SV_HRSM_H_DES,Men's survey sample implementation: Households dwelling destroyed
SV_HRSM_H_DNF,Men's survey sample implementation: Households dwelling not found
SV_HRSM_H_VAC,Men's survey sample implementation: Households dwelling vacant
SV_HRSM_H_NOR,Men's survey sample implementation: Households no competent respondent
SV_HRSM_H_OTH,Men's survey sample implementation: Households other
SV_HRSM_H_POS,Men's survey sample implementation: Households postponed
SV_HRSM_H_REF,Men's survey sample implementation: Households refused
SV_HRSM_H_TOT,Men's survey sample implementation: Households total percent
SX_LSEX_M_TOT,Men: Total
PR_IDLC_M_TOT,Men: Total
MA_MSTA_M_TOT,Men: Total
FG_OFCR_M_TOT,Men: Total
FG_OFCC_M_TOT,Men: Total
EM_ERNM_M_TOT,Men: Total
FP_NADM_W_MNL,Met need for family planning (currently using) for limiting
FP_NADA_W_MNL,Met need for family planning (currently using) for limiting (all women)
FP_NDYA_W_MNL,Met need for family planning (currently using) for limiting (all young women)
FP_NDYM_W_MNL,Met need for family planning (currently using) for limiting (married young women)
FP_NADU_W_MNL,Met need for family planning (currently using) for limiting (sexually active unmarried women)
FP_NDYU_W_MNL,Met need for family planning (currently using) for limiting (sexually active unmarried young women)
FP_NADM_W_MNS,Met need for family planning (currently using) for spacing
FP_NADA_W_MNS,Met need for family planning (currently using) for spacing (all women)
FP_NDYA_W_MNS,Met need for family planning (currently using) for spacing (all young women)
FP_NDYM_W_MNS,Met need for family planning (currently using) for spacing (married young women)
FP_NADU_W_MNS,Met need for family planning (currently using) for spacing (sexually active unmarried women)
FP_NDYU_W_MNS,Met need for family planning (currently using) for spacing (sexually active unmarried young women)
FP_NADM_W_MNT,"Met need for family planning (currently using), total"
FP_NADA_W_MNT,"Met need for family planning (currently using), total (all women)"
FP_NDYA_W_MNT,"Met need for family planning (currently using), total (all young women)"
FP_NDYM_W_MNT,"Met need for family planning (currently using), total (married young women)"
FP_NADU_W_MNT,"Met need for family planning (currently using), total (sexually active unmarried women)"
FP_NDYU_W_MNT,"Met need for family planning (currently using), total (sexually active unmarried young women)"
CM_ECMR_C_NNR,Neonatal mortality rate
CM_ECMT_C_NNR,Neonatal mortality rate (5 year periods)
CM_ECMT_C_NNL,Neonatal mortality rate (5 year periods) - CI lower bound (-2SE)
CM_ECMT_C_NNU,Neonatal mortality rate (5 year periods) - CI upper bound (+2SE)
CM_ECMT_C_NNX,Neonatal mortality rate (5 year periods) - relative error
CM_ECMT_C_NNE,Neonatal mortality rate (5 year periods) - standard error
CM_ECMR_C_NNL,Neonatal mortality rate - CI lower bound (-2SE)
CM_ECMR_C_NNU,Neonatal mortality rate - CI upper bound (+2SE)
CM_ECMR_C_NNX,Neonatal mortality rate - relative error
CM_ECMR_C_NNE,Neonatal mortality rate - standard error
ED_NARP_W_FEM,Net primary school attendance rate: Female
ED_NARP_M_MAL,Net primary school attendance rate: Male
ED_NARP_B_BTH,Net primary school attendance rate: Total
ED_NARS_W_FEM,Net secondary school attendance rate: Female
ED_NARS_M_MAL,Net secondary school attendance rate: Male
ED_NARS_B_BTH,Net secondary school attendance rate: Total
SX_SBAG_M_NSX,Never had sexual intercourse [Men]
SX_SBAG_W_NSX,Never had sexual intercourse [Women]
SX_SBAY_M_NSX,Never had sexual intercourse [Young men]
SX_SBAY_W_NSX,Never had sexual intercourse [Young women]
RH_ANCP_W_NON,No antenatal care
HA_CKNA_M_MOS,No incorrect beliefs about AIDS - AIDS cannot be transmitted by mosquito bites [Men]
HA_CKNA_W_MOS,No incorrect beliefs about AIDS - AIDS cannot be transmitted by mosquito bites [Women]
HA_CKNA_M_SHR,No incorrect beliefs about AIDS - Cannot become infected by sharing food with someone who has AIDS [Men]
HA_CKNA_W_SHR,No incorrect beliefs about AIDS - Cannot become infected by sharing food with someone who has AIDS [Women]
HA_CKNA_M_HLT,No incorrect beliefs about AIDS - Healthy-looking person can have the AIDS virus [Men]
HA_CKNA_W_HLT,No incorrect beliefs about AIDS - Healthy-looking person can have the AIDS virus [Women]
CN_FDNB_C_INF,Non-breastfeeding children receiving infant formula
CN_FDNB_C_LIQ,Non-breastfeeding children receiving other liquids
CN_FDNB_C_MLK,Non-breastfeeding children receiving other milk
FP_NFPP_W_FPW,Nonusers visited by FP worker and told about FP
FP_NFPP_W_NFP,Nonusers who did not discuss FP with a fieldworker or at a health facility
FP_NFPP_W_HFP,Nonusers who visited a health facility and discussed FP
FP_NFPP_W_HNF,Nonusers who visited a health facility but did not discuss FP
FE_PPIS_W_NUM,Number of births
FE_PPIS_W_UNW,Number of births (unweighted)
CM_HRFR_U_A1B,Number of births (unweighted) in risk category: Age < 18 & birth interval < 24 months
CM_HRFR_U_A2B,Number of births (unweighted) in risk category: Age > 34 & birth interval < 24 months
CM_HRFR_U_ABO,Number of births (unweighted) in risk category: Age > 34 & birth order > 3
CM_HRFR_U_A3B,"Number of births (unweighted) in risk category: Age > 34, birth interval < 24 and birth order > 3"
CM_HRFR_U_BIO,Number of births (unweighted) in risk category: Birth interval < 24 & birth order > 3
CM_HRFR_U_B24,Number of births (unweighted) in risk category: Birth interval < 24 months
CM_HRFR_U_B1S,Number of births (unweighted) in risk category: Birth interval < 24 months subtotal
CM_HRFR_U_BO3,Number of births (unweighted) in risk category: Birth order > 3
CM_HRFR_U_B3S,Number of births (unweighted) in risk category: Birth order > 3 subtotal
CM_HRFR_U_FOB,Number of births (unweighted) in risk category: First birth
CM_HRFR_U_A18,Number of births (unweighted) in risk category: Mother's age < 18
CM_HRFR_U_A1S,Number of births (unweighted) in risk category: Mother's age < 18 subtotal
CM_HRFR_U_A34,Number of births (unweighted) in risk category: Mother's age > 34
CM_HRFR_U_A3S,Number of births (unweighted) in risk category: Mother's age > 34 subtotal
CM_HRFR_U_MLT,Number of births (unweighted) in risk category: Multiple risk categories
CM_HRFR_U_NON,Number of births (unweighted) in risk category: Not in any risk category
CM_HRFR_U_SNG,Number of births (unweighted) in risk category: Single risk category
FE_BORD_C_NUM,Number of births in the 2 years preceding the survey
FE_BORD_C_UNW,Number of births in the 2 years preceding the survey (Unweighted)
PR_PLST_W_NUM,Number of births in the last five (or three) years
PR_PLST_W_UNW,Number of births in the last five (or three) years (unweighted)
CN_BFDR_C_NUM,Number of children
CN_BFDR_C_UNW,Number of children (unweighted)
CH_VACS_C_NUM,Number of children 12-23 months
CH_VACC_C_NUM,Number of children 12-23 months
CH_VACS_C_UNW,Number of children 12-23 months (unweighted)
CH_VACC_C_UNW,Number of children 12-23 months (unweighted)
CH_VACC_C_NM2,Number of children 24-35 months
CH_VACC_C_UN2,Number of children 24-35 months (unweighted)
CN_IYCB_C_BNN,Number of children age 0-23 months
CN_IYCB_C_AGN,Number of children age 0-23 months
CN_IYCB_C_MBN,Number of children age 0-5 months
CN_IYCB_C_PBN,Number of children age 0-5 months
HC_LVAY_C_NUM,Number of children age 10-14
HC_LVAY_C_UNW,Number of children age 10-14 (unweighted)
CN_IYCB_C_B1N,Number of children age 12-15 months
CH_VACP_C_NM1,Number of children age 12-23 months
CH_VACP_C_UN1,Number of children age 12-23 months (unweighted)
CN_IYCB_C_B2N,Number of children age 20-23 months
CH_VACP_C_NM2,Number of children age 24-35 months
CH_VACP_C_UN2,Number of children age 24-35 months (unweighted)
CN_IYCB_C_E4N,Number of children age 4-5 months
CN_IYCB_C_CMN,Number of children age 6-8 months
CN_FDBF_C_NUM,Number of children being breastfed
CN_FDBF_C_UNW,Number of children being breastfed (unweighted)
CH_FEVR_C_NUM,Number of children born in the last five (or three) years
CH_ARIS_C_NUM,Number of children born in the last five (or three) years
CH_DIAR_C_NUM,Number of children born in the last five (or three) years
CH_DIAT_C_NUM,Number of children born in the last five (or three) years
CH_FEVR_C_UNW,Number of children born in the last five (or three) years (unweighted)
CH_ARIS_C_UNW,Number of children born in the last five (or three) years (unweighted)
CH_DIAT_C_UNW,Number of children born in the last five (or three) years (unweighted)
CH_DIAR_C_UNW,Number of children born in the last five (or three) years (unweighted)
CH_DIFP_C_NUM,Number of children born in the last five (or three) years who had diarrhea in the last two weeks
CH_DIFP_C_UNW,Number of children born in the last five (or three) years who had diarrhea in the last two weeks (unweighted)
CM_HRFB_C_NUM,Number of children born in the last five years
CM_HRFB_C_UNW,Number of children born in the last five years (unweighted)
CN_FDNB_C_NUM,Number of children not being breastfed
CN_FDNB_C_UNW,Number of children not being breastfed (unweighted)
CH_VAC1_C_NUM,Number of children one to four years of age
CH_VAC1_C_UNW,Number of children one to four years of age (unweighted)
CN_ANMC_C_NUM,Number of children under age 5
CN_ANMC_C_UNW,Number of children under age 5 (unweighted)
CN_IYCB_C_EXN,Number of children under age 6 months
CN_NUTS_C_HAN,Number of children under age five for height-for-age
CN_NUTS_C_HAU,Number of children under age five for height-for-age (unweighted)
CN_NUTS_C_WAN,Number of children under age five for weight-for-age
CN_NUTS_C_WAU,Number of children under age five for weight-for-age (unweighted)
CN_NUTS_C_WHN,Number of children under age five for weight-for-height
CN_NUTS_C_WHU,Number of children under age five for weight-for-height (unweighted)
CN_BRFS_C_NM2,Number of children under two years of age
CN_BRFS_C_UN2,Number of children under two years of age (unweighted)
ED_SCHA_C_NMA,Number of children with both parents alive and living with at least one parent
ED_SCHA_C_UNA,Number of children with both parents alive and living with at least one parent (unweighted)
ED_SCHA_C_NMD,Number of children with both parents deceased
ED_SCHA_C_UND,Number of children with both parents deceased (unweighted)
CH_DISS_C_NUM,Number of children with diarrhea
CH_DISS_C_UNW,Number of children with diarrhea (unweighted)
CH_DISA_C_NUM,Number of children with diarrhea for whom advice or treatment was sought
CH_DISA_C_UNW,Number of children with diarrhea for whom advice or treatment was sought (unweighted)
CH_DISO_C_NUM,Number of children with diarrhea who received ORS
CH_DISO_C_UNW,Number of children with diarrhea who received ORS (unweighted)
CH_FEVT_C_NUM,Number of children with fever in the last two weeks
CH_FEVT_C_UNW,Number of children with fever in the last two weeks (unweighted)
CH_ARSS_C_NUM,Number of children with symptoms of ARI
CH_ARSS_C_UNW,Number of children with symptoms of ARI (unweighted)
CH_ARIS_C_NM2,Number of children with symptoms of ARI born in the last five (or three) years
CH_ARIS_C_UN2,Number of children with symptoms of ARI born in the last five (or three) years (unweighted)
CH_ARSA_C_NUM,Number of children with symptoms of ARI for whom advice or treatment was sought
CH_ARSA_C_UNW,Number of children with symptoms of ARI for whom advice or treatment was sought (unweighted)
FG_AFCC_W_NUM,Number of circumcised women
FG_PFCT_W_NUM,Number of circumcised women
FG_AFCC_W_UNW,Number of circumcised women (unweighted)
FG_PFCT_W_UNW,Number of circumcised women (unweighted)
MA_CWIV_W_0WV,Number of co-wives: No other wives
MA_CWIV_W_CWV,Number of co-wives: One or more wives
MA_CWIV_W_1WV,Number of co-wives: One other wife
MA_CWIV_W_2PW,Number of co-wives: Two or more wives
MA_CWIV_W_DKM,Number of co-wives: don't know or missing
WE_DMKH_M_NUM,Number of currently married men
WE_DMAK_M_NUM,Number of currently married men
WE_AWBT_M_NUM,Number of currently married men
PR_DESC_M_NUM,Number of currently married men
WE_DMKP_M_NUM,Number of currently married men
PR_DESC_M_UNW,Number of currently married men (unweighted)
WE_AWBT_M_UNW,Number of currently married men (unweighted)
PR_DESL_M_UNW,Number of currently married men (unweighted)
WE_DMAK_M_UNW,Number of currently married men (unweighted)
WE_WEMP_W_NM2,Number of currently married women
WE_DMAK_W_NUM,Number of currently married women
WE_JRSX_W_NUM,Number of currently married women
WE_DMKV_W_NUM,Number of currently married women
WE_WEMP_W_NM1,Number of currently married women
WE_AWBT_W_NUM,Number of currently married women
WE_DMKH_W_NUM,Number of currently married women
WE_DMKP_W_NUM,Number of currently married women
PR_DESC_W_NUM,Number of currently married women
WE_WEMP_W_UN1,Number of currently married women (unweighted)
WE_AWBT_W_UNW,Number of currently married women (unweighted)
PR_DESC_W_UNW,Number of currently married women (unweighted)
WE_WEMP_W_UN2,Number of currently married women (unweighted)
WE_DMAK_W_UNW,Number of currently married women (unweighted)
PR_DESL_W_UNW,Number of currently married women (unweighted)
FP_DMKF_W_UNM,Number of currently married women using family planning
FP_DMKF_W_UUN,Number of currently married women using family planning (unweighted)
HC_OLDR_P_NUM,Number of de jure persons
HC_OLDR_P_UNW,Number of de jure persons (unweighted)
SV_RESI_M_ELG,Number of eligible men
SV_RESI_M_INN,Number of eligible men interviewed
SV_RESI_W_INN,Number of eligible women interviewed
ED_EDAT_W_NUM,Number of female household members age 6 and over
ED_EDAT_W_UNW,Number of female household members age 6 and over (unweighted)
ED_EDAT_B_NUM,Number of household members age 6 and over
ED_EDAT_B_UNW,Number of household members age 6 and over (unweighted)
HC_PPRM_H_NUM,Number of households
HC_RMSL_H_NUM,Number of households
CN_IODZ_H_NM1,Number of households
HC_OLDR_H_NUM,Number of households
WS_TLET_H_NUM,Number of households
HC_CHAR_H_NUM,Number of households
WS_WTRT_H_NUM,Number of households
HC_ORPH_H_NUM,Number of households
HC_HEFF_H_NUM,Number of households
HC_PPRM_H_UNW,Number of households (unweighted)
HC_ORPH_H_UNW,Number of households (unweighted)
HC_CHAR_H_UNW,Number of households (unweighted)
HC_RMSL_H_UNW,Number of households (unweighted)
WS_WTRT_H_UNW,Number of households (unweighted)
WS_TLET_H_UNW,Number of households (unweighted)
CN_IODZ_H_UN1,Number of households (unweighted)
HC_HEFF_H_UNW,Number of households (unweighted)
HC_OLDR_H_UNW,Number of households (unweighted)
SV_HRES_H_OCC,Number of households found
SV_HRES_H_INN,Number of households interviewed
